sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/187/465/GCF_000187465.1_genomic.fna.gz	1.3456	0.7169	95.9	0.122	94.58-97.35	0.122	0.07-0.18	1.0	1.083	264/8230	89.5	NZ_GL732439.1 Streptococcus infantis ATCC 700779 SCAFFOLD1, whole genome shotgun sequence	Streptococcus infantis			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/188/295/GCF_000188295.1_genomic.fna.gz	2.6293	1.3765	96.35	0.238	95.51-97.10	0.238	0.18-0.30	1.0	1.197	547/8001	91.71	NZ_GL831112.1 Streptococcus vestibularis ATCC 49124 SCAFFOLD1, whole genome shotgun sequence	Streptococcus vestibularis			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	63.4517	78.2464	99.92	5.751	NA-NA	HIGH	NA-NA	6.0	5.751	18258/18742	99.92	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/269/805/GCF_000269805.1_genomic.fna.gz	0.3955	0.3727	98.14	0.036	95.97-99.75	0.036	0.02-0.07	1.0	1.093	290/14406	88.16	NZ_JH711481.1 Actinomyces massiliensis 4401292 scaffold00001, whole genome shotgun sequence	Actinomyces massiliensis			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/278/725/GCF_000278725.1_genomic.fna.gz	5.8041	3.9654	98.14	0.526	97.94-98.37	0.526	0.47-0.56	1.0	1.292	2431/10464	95.4	NZ_ALCA01000001.1 Actinomyces sp. ICM47 ctg120010148499, whole genome shotgun sequence	Pauljensenia sp000278725			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/466/265/GCF_000466265.1_genomic.fna.gz	3.0709	2.1203	95.91	0.278	95.19-96.50	0.278	0.22-0.35	1.0	1.183	720/10612	91.69	NZ_KE952098.1 Actinomyces sp. oral taxon 172 str. F0311 Scaffold0, whole genome shotgun sequence	Pauljensenia sp000466265			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/479/335/GCF_000479335.1_genomic.fna.gz	5.3566	2.9835	98.08	0.485	97.85-98.36	0.485	0.43-0.52	1.0	1.281	1781/8289	95.16	NC_022584.1 Streptococcus ilei, complete sequence	Streptococcus ilei			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/000/785/515/GCF_000785515.1_genomic.fna.gz	6.2914	3.8496	98.0	0.57	97.80-98.28	0.570	0.52-0.61	1.0	1.343	2211/9341	95.46	NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618 chromosome, complete genome	Streptococcus salivarius			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/001/061/665/GCF_001061665.1_genomic.fna.gz	0.3762	0.2352	98.04	0.034	95.30-98.49	0.034	0.03-0.07	1.0	1.017	179/9638	87.93	NZ_JVSP01000001.1 Rothia mucilaginosa strain 141_RMUC 150_100012_3652184_23+,145+,79+, whole genome shotgun sequence	Rothia mucilaginosa_A			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/002/386/345/GCF_002386345.1_genomic.fna.gz	2.0381	1.1697	95.43	0.185	94.55-96.46	0.185	0.13-0.24	1.0	1.09	344/8523	90.16	NZ_CP023507.1 Streptococcus oralis strain FDAARGOS_367 chromosome, complete genome	Streptococcus oralis_S			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/009/717/815/GCF_009717815.1_genomic.fna.gz	0.8074	0.4757	95.82	0.073	93.81-97.97	0.073	0.03-0.13	1.0	1.075	173/9008	88.03	NZ_WMZH01000010.1 Streptococcus parasanguinis strain BIOML-A3 scaffold10_size1816, whole genome shotgun sequence	Streptococcus parasanguinis_F			Pass
SAMN30861697	2732	3	910.67	1954	202	0	0	1954	1	1954	1	576	2													N	N	SRR21595927	gtdb_genomes_reps_r214/database/GCF/023/115/445/GCF_023115445.1_genomic.fna.gz	0.561	0.3295	95.8	0.051	93.17-96.19	0.051	0.04-0.11	1.0	1.025	121/9031	87.01	NZ_JALDUI010000001.1 Streptococcus sp. oral taxon 431 strain S46 NODE_1_length_378759_cov_56.762389, whole genome shotgun sequence	Streptococcus sp023115445			Pass
SAMEA111505437	5281911	154	34298.12	386550	200	0	0	173272	11	126961	18	41564	30	100.0	1.28	100.0	Neural Network (Specific Model)	11.0	0.879	173272.0	305.32591571484835	5281911.0	0.51	5078.0		Y	N	ERR10439759	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.81	268.0	NA-NA	HIGH	NA-NA	268.0	267.085	14623/21223	98.81	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMEA4929068	2142717	95	22554.92	168275	204	0	0	76159	10	53795	17	22305	29	100.0	0.04	100.0	Neural Network (Specific Model)	11.0	0.862	76159.0	283.4350022967386	2142717.0	0.4	2177.0		Y	N	ERR3724247	gtdb_genomes_reps_r214/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	100.0	100.0	98.51	86.0	NA-NA	HIGH	NA-NA	86.0	86.968	5382/8578	98.51	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence	Streptococcus pneumoniae	Streptococcus pneumoniae	T	Pass
SAMN18324565	3036426	283	10729.42	181022	200	0	0	39720	22	20385	44	6810	89	99.57	2.58	100.0	Neural Network (Specific Model)	11.0	0.845	39720.0	287.5531700771553	3036426.0	0.38	2981.0		Y	N	SRR13985028	gtdb_genomes_reps_r214/database/GCF/001/544/255/GCF_001544255.1_genomic.fna.gz	100.0	100.0	99.56	39.0	NA-NA	HIGH	NA-NA	39.0	41.731	9316/10679	99.56	NZ_BCQD01000001.1 Enterococcus faecium NBRC 100486, whole genome shotgun sequence	Enterococcus_B faecium	Enterococcus_B faecium	T	Pass
SAMEA6456082	4327959	127	34078.42	194681	233	0	0	70698	20	48450	34	25960	57	99.07	1.42	99.99	Neural Network (Specific Model)	11.0	0.902	70698.0	316.4490785645005	4327959.0	0.65	4124.0		Y	N	ERR3803973	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.9	54.0	NA-NA	HIGH	NA-NA	54.0	54.214	18158/18742	99.9	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/001/072/465/GCA_001072465.1_genomic.fna.gz	0.3632	0.1846	97.78	0.163	97.03-98.36	0.163	0.13-0.20	1.0	1.094	789/10285	92.05	JVKM01000001.1 Xylanimonas cellulosilytica strain 352_XCEL 110_66223_1022100, whole genome shotgun sequence	Pauljensenia sp001072465	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/015/258/715/GCA_015258715.1_genomic.fna.gz	0.1133	0.0353	96.86	0.051	93.99-97.54	0.051	0.04-0.12	1.0	1.025	121/6424	87.97	JABZHR010000010.1 MAG: Atopobium sp. isolate JCVI_43_bin.6 NODE_10_length_36605_cov_13.308038, whole genome shotgun sequence	Lancefieldella sp015258715	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/900/555/155/GCA_900555155.1_genomic.fna.gz	0.4585	0.1487	95.12	0.206	94.13-96.01	0.206	0.15-0.29	1.0	1.114	271/6734	90.16	USKA01000001.1 uncultured Streptococcus sp. isolate UMGS1794 genome assembly, contig: NODE_24_length_156165_cov_6.28026, whole genome shotgun sequence	Streptococcus sp900555155	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/902/373/545/GCA_902373545.1_genomic.fna.gz	0.2043	0.0994	97.98	0.092	96.80-99.45	0.092	0.06-0.13	1.0	1.06	482/10116	90.65	CABKMZ010000001.1 uncultured Actinomyces sp. isolate MGYG-HGUT-01285 genome assembly, contig: NODE_11_length_114815_cov_22.1871, whole genome shotgun sequence	Pauljensenia sp902373545	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/916/438/365/GCA_916438365.1_genomic.fna.gz	0.1891	0.0832	95.62	0.085	93.92-97.53	0.085	0.04-0.14	1.0	1.063	174/8395	88.25	CAKAEY010000001.1 TPA_asm: uncultured Sanguibacter sp. isolate DRR214962_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01000374, whole genome shotgun sequence	Pauljensenia sp916438365	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/916/439/305/GCA_916439305.1_genomic.fna.gz	0.2907	0.0792	95.11	0.13	93.76-97.05	0.130	0.07-0.20	1.0	1.061	147/5571	88.94	CAKAIO010000001.1 TPA_asm: uncultured Streptococcus sp. isolate DRR214960_bin.16_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01000074, whole genome shotgun sequence	Streptococcus sp916439305	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCA/934/193/545/GCA_934193545.1_genomic.fna.gz	0.0743	0.0229	99.54	0.033	96.86-99.81	0.033	0.03-0.07	1.0	1.011	184/6303	89.23	CAKPVL010000001.1 MAG: uncultured Granulicatella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.75 genome assembly, contig: Hadza_MoBio_hadza-E-H_K_24_1920__NODE_347_length_139670_cov_14.007135, whole genome shotgun sequence	Granulicatella sp934193545	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/069/185/GCF_000069185.1_genomic.fna.gz	91.3613	96.2056	99.28	41.0	NA-NA	HIGH	NA-NA	41.0	41.055	17590/22032	99.28	NC_010397.1 Mycobacteroides abscessus ATCC 19977, complete sequence	Mycobacterium abscessus	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/148/585/GCF_000148585.2_genomic.fna.gz	0.616	0.2382	96.62	0.276	96.09-97.18	0.276	0.22-0.33	1.0	1.156	679/7991	92.35	NZ_CP028414.1 Streptococcus mitis NCTC 12261 chromosome, complete genome	Streptococcus mitis	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/164/675/GCF_000164675.2_genomic.fna.gz	0.413	0.184	97.79	0.185	97.17-98.45	0.185	0.15-0.22	1.0	1.101	796/9218	92.4	NC_015678.1 Streptococcus parasanguinis ATCC 15912, complete sequence	Streptococcus parasanguinis	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/187/465/GCF_000187465.1_genomic.fna.gz	0.5054	0.1993	96.99	0.227	96.38-97.65	0.227	0.18-0.27	1.0	1.156	662/8230	92.19	NZ_GL732439.1 Streptococcus infantis ATCC 700779 SCAFFOLD1, whole genome shotgun sequence	Streptococcus infantis	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/278/725/GCF_000278725.1_genomic.fna.gz	0.335	0.1694	97.43	0.15	96.69-98.17	0.150	0.11-0.19	1.0	1.092	665/10464	91.49	NZ_ALCA01000001.1 Actinomyces sp. ICM47 ctg120010148499, whole genome shotgun sequence	Pauljensenia sp000278725	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/429/265/GCF_000429265.1_genomic.fna.gz	0.2771	0.1961	98.4	0.124	97.62-98.93	0.124	0.10-0.15	1.0	1.066	1063/14667	91.88	NZ_KE386871.1 Actinomyces gerencseriae DSM 6844 G448DRAFT_scaffold00001.1, whole genome shotgun sequence	Actinomyces gerencseriae	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/466/265/GCF_000466265.1_genomic.fna.gz	0.3227	0.1649	95.15	0.145	93.98-96.26	0.145	0.10-0.22	1.0	1.083	313/10612	89.26	NZ_KE952098.1 Actinomyces sp. oral taxon 172 str. F0311 Scaffold0, whole genome shotgun sequence	Pauljensenia sp000466265	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/479/335/GCF_000479335.1_genomic.fna.gz	0.1863	0.0768	97.64	0.084	96.37-99.60	0.084	0.04-0.12	1.0	1.04	324/8289	90.07	NC_022584.1 Streptococcus ilei, complete sequence	Streptococcus ilei	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/701/685/GCF_000701685.1_genomic.fna.gz	0.2339	0.0869	97.53	0.105	96.29-98.84	0.105	0.07-0.15	1.0	1.055	362/7724	90.6	NZ_JNJO01000001.1 Gemella sanguinis ATCC 700632 T369DRAFT_scaffold00001.1_C, whole genome shotgun sequence	Gemella sanguinis	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/000/785/515/GCF_000785515.1_genomic.fna.gz	0.6056	0.2742	98.06	0.272	97.62-98.57	0.272	0.22-0.31	1.0	1.16	1237/9341	93.69	NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618 chromosome, complete genome	Streptococcus salivarius	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/001/074/825/GCF_001074825.1_genomic.fna.gz	0.7892	0.3393	97.78	0.354	97.51-98.21	0.354	0.30-0.39	1.0	1.303	1342/8835	94.1	NZ_JUPG01000023.1 Streptococcus pseudopneumoniae strain 888_SPSE 103_811_16199, whole genome shotgun sequence	Streptococcus pseudopneumoniae_C	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/001/808/955/GCF_001808955.1_genomic.fna.gz	0.1714	0.082	96.4	0.077	94.82-98.19	0.077	0.04-0.13	1.0	1.037	243/10004	88.7	NZ_KV795235.1 Rothia sp. HMSC078H08 Scaffold0, whole genome shotgun sequence	Rothia sp001808955	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/002/998/925/GCF_002998925.1_genomic.fna.gz	0.3046	0.1144	97.56	0.137	96.74-98.35	0.137	0.10-0.18	1.0	1.068	470/7753	91.35	NZ_CP027228.1 Mogibacterium diversum strain CCUG 47132 chromosome, complete genome	Mogibacterium diversum	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/003/626/515/GCF_003626515.1_genomic.fna.gz	0.5388	0.212	96.25	0.242	95.48-96.86	0.242	0.20-0.32	1.0	1.149	556/8292	91.65	NZ_RBCK01000001.1 Streptococcus chosunense strain ChDC B353 KCOM1699_1, whole genome shotgun sequence	Streptococcus chosunense	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/006/546/825/GCF_006546825.1_genomic.fna.gz	0.3675	0.2409	96.56	0.165	95.86-97.28	0.165	0.12-0.21	1.0	1.079	723/13788	90.93	NZ_VICC01000001.1 Actinomyces oris strain CCUG 34288 CCUG34288T_0000001, whole genome shotgun sequence	Actinomyces oris	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/009/496/285/GCF_009496285.1_genomic.fna.gz	0.3169	0.1323	97.14	0.142	96.33-97.96	0.142	0.11-0.19	1.0	1.075	469/8523	91.07	NZ_WIJK01000010.1 Streptococcus mitis strain SM16 NODE_10_length_75357_cov_22.067048, whole genome shotgun sequence	Streptococcus mitis_BP	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/019/429/565/GCF_019429565.1_genomic.fna.gz	0.2398	0.1167	95.36	0.108	94.07-96.89	0.108	0.06-0.17	1.0	1.051	235/9841	88.65	NZ_JAHXSA010000001.1 Schaalia sp. ORNL0103 Contig1, whole genome shotgun sequence	Pauljensenia sp018382595	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/021/497/965/GCF_021497965.1_genomic.fna.gz	0.1204	0.0425	96.92	0.054	94.49-97.77	0.054	0.04-0.11	1.0	1.026	152/7451	88.2	NZ_CP046525.1 Streptococcus infantis strain SO chromosome, complete genome	Streptococcus infantis_B	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/900/128/465/GCF_900128465.1_genomic.fna.gz	0.4865	0.2315	98.0	0.218	97.49-98.49	0.218	0.18-0.26	1.0	1.126	959/8950	93.05	NZ_LT635862.1 Actinomyces bouchesdurhonensis strain Marseille-P2825T, whole genome shotgun sequence	Pauljensenia bouchesdurhonensis	unknown	F	Pass
SAMN30861698	4885327	20	244266.35	2096460	211	0	0	582789	2	464725	4	181291	7	99.22	0.15	99.99	Neural Network (Specific Model)	11.0	0.927	582789.0	319.7409206081081	4885327.0	0.64	4736.0		Y	N	SRR21595928	gtdb_genomes_reps_r214/database/GCF/900/637/905/GCF_900637905.1_genomic.fna.gz	0.1153	0.04	96.42	0.052	93.82-97.02	0.052	0.05-0.11	1.0	1.025	119/7155	87.62	NZ_LR134472.1 Parvimonas micra strain NCTC11808 chromosome 1, complete sequence	Parvimonas micra	unknown	F	Pass
SAMN14055356	6659294	196	33975.99	766317	200	0	0	193017	10	107920	19	36118	40	99.01	2.19	100.0	Neural Network (Specific Model)	11.0	0.877	193017.0	304.5713169817216	6659294.0	0.56	6401.0		Y	N	SRR11046668	gtdb_genomes_reps_r214/database/GCF/002/925/905/GCF_002925905.1_genomic.fna.gz	100.0	100.0	99.77	50.0	NA-NA	HIGH	NA-NA	50.0	51.129	24061/25814	99.77	NZ_PRDB01000030.1 Klebsiella michiganensis strain DSM 25444 map unlocalized plasmid unnamed1 contig_30, whole genome shotgun sequence	Klebsiella michiganensis	Klebsiella michiganensis	T	Pass
SAMN14048938	5233915	153	34208.59	460878	201	0	0	228540	8	150779	14	65190	25	99.97	1.33	100.0	Neural Network (Specific Model)	11.0	0.877	228540.0	309.59660468876314	5233915.0	0.51	4948.0		Y	N	SRR11046663	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.04	53.0	NA-NA	HIGH	NA-NA	53.0	54.019	15718/21223	99.04	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMEA5547953	4742334	108	43910.5	1434945	201	0	0	543233	3	235552	6	91776	13	99.07	0.07	100.0	Neural Network (Specific Model)	11.0	0.878	543233.0	309.99643096140977	4742334.0	0.52	4483.0		Y	N	ERR3263688	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	99.7798	99.7535	98.93	38.0	NA-NA	HIGH	NA-NA	38.0	37.99	15215/21226	98.93	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA5547953	4742334	108	43910.5	1434945	201	0	0	543233	3	235552	6	91776	13	99.07	0.07	100.0	Neural Network (Specific Model)	11.0	0.878	543233.0	309.99643096140977	4742334.0	0.52	4483.0		Y	N	ERR3263688	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.2202	0.2465	96.64	0.084	95.63-97.63	0.084	0.06-0.11	1.0	1.033	697/23841	89.23	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Salmonella enterica	T	Pass
