sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC	QC_Prediction
SAMN20970140	4889661	114	42891.76	525301	201	0	0	152625	11	105506	18	49159	31	100.0	0.17	100.0	Neural Network (Specific Model)	11.0	0.877	152625.0	309.6072200605275	4889661.0	0.51	4626.0		Y	N	SRR15607244	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.53	79.0	NA-NA	HIGH	NA-NA	79.0	78.528	9761/21223	97.53	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN19236090	5495558	399	13773.33	613990	200	0	0	160847	10	92381	20	25484	42	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.874	160847.0	288.76363636363635	5495558.0	0.5	5555.0		Y	N	SRR14571839	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	61.0	NA-NA	HIGH	NA-NA	61.0	61.288	9065/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6107538	9336860	6500	1436.44	62274	200	0	0	3193	601	1321	1525	556	3854	98.56	49.45	99.99	Neural Network (Specific Model)	11.0	0.879	3193.0	207.27467876039304	9336860.0	0.51	13230.0		Y	N	ERR4993054	gtdb_genomes_reps_r214/database/GCF/000/215/745/GCF_000215745.1_genomic.fna.gz	0.1504	0.1578	98.12	0.105	97.53-98.79	0.105	0.08-0.13	1.0	1.043	1288/22611	91.17	NC_015663.1 Klebsiella aerogenes KCTC 2190, complete sequence	Klebsiella aerogenes	Escherichia coli	F	Fail	Fail
SAMEA6107538	9336860	6500	1436.44	62274	200	0	0	3193	601	1321	1525	556	3854	98.56	49.45	99.99	Neural Network (Specific Model)	11.0	0.879	3193.0	207.27467876039304	9336860.0	0.51	13230.0		Y	N	ERR4993054	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.3717	0.4095	99.09	0.258	98.89-99.37	0.258	0.24-0.27	1.0	1.034	4556/23841	94.8	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Escherichia coli	F	Fail	Fail
SAMEA6107538	9336860	6500	1436.44	62274	200	0	0	3193	601	1321	1525	556	3854	98.56	49.45	99.99	Neural Network (Specific Model)	11.0	0.879	3193.0	207.27467876039304	9336860.0	0.51	13230.0		Y	N	ERR4993054	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.2583	99.2795	98.18	69.0	NA-NA	HIGH	NA-NA	69.0	61.819	12021/21223	98.18	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA6107538	9336860	6500	1436.44	62274	200	0	0	3193	601	1321	1525	556	3854	98.56	49.45	99.99	Neural Network (Specific Model)	11.0	0.879	3193.0	207.27467876039304	9336860.0	0.51	13230.0		Y	N	ERR4993054	gtdb_genomes_reps_r214/database/GCF/008/801/935/GCF_008801935.1_genomic.fna.gz	0.2196	0.1531	99.09	0.153	98.56-99.53	0.153	0.13-0.18	1.0	1.077	1657/15188	93.1	NZ_VZOT01000001.1 Comamonas kerstersii strain CCUG 15333 contig_0000001, whole genome shotgun sequence	Comamonas kerstersii	Escherichia coli	F	Fail	Fail
SAMN26309282	5163560	90	57372.89	578443	200	0	0	295065	7	174411	11	71139	20	100.0	0.25	100.0	Neural Network (Specific Model)	11.0	0.881	295065.0	313.3970709570957	5163560.0	0.51	4848.0		Y	N	SRR21849261	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.42	48.0	NA-NA	HIGH	NA-NA	48.0	48.728	9437/21223	97.42	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN28880011	4656906	218	21361.95	182901	201	0	0	64083	23	39383	42	15772	77	100.0	0.31	100.0	Neural Network (Specific Model)	11.0	0.878	64083.0	305.7236282194849	4656906.0	0.51	4465.0		Y	N	SRR19549764	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0413	0.0406	99.05	0.032	97.59-101.79	0.032	0.01-0.05	1.0	0.633	811/21226	90.0	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN28880011	4656906	218	21361.95	182901	201	0	0	64083	23	39383	42	15772	77	100.0	0.31	100.0	Neural Network (Specific Model)	11.0	0.878	64083.0	305.7236282194849	4656906.0	0.51	4465.0		Y	N	SRR19549764	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9587	99.9594	97.1	78.0	NA-NA	HIGH	NA-NA	78.0	81.684	8511/21223	97.1	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN08797360	10164055	4998	2033.62	115103	206	0	0	10480	262	4844	545	576	2082	99.1	54.35	100.0	Neural Network (Specific Model)	11.0	0.888	10480.0	233.0165404235585	10164055.0	0.51	12938.0		Y	N	SRR7612209	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.31	128.0	NA-NA	HIGH	NA-NA	128.0	128.75	12500/21223	98.31	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN19845062	4160100	923	4507.15	26696	265	0	0	6266	201	4207	363	2203	630	91.14	4.45	89.61	Neural Network (Specific Model)	11.0	0.892	6266.0	279.62201172755977	4160100.0	0.51	4434.0		Y	N	SRR15082288	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.97	5.74	NA-NA	HIGH	NA-NA	6.0	5.74	15402/21223	98.97	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN15464724	4897571	82	59726.48	718427	200	0	0	227194	6	146077	11	74817	21	100.0	0.07	100.0	Neural Network (Specific Model)	11.0	0.884	227194.0	310.65134264232006	4897571.0	0.51	4655.0		Y	N	SRR12164807	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.21	43.0	NA-NA	HIGH	NA-NA	43.0	42.712	8840/21223	97.21	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN30789430	4945326	165	29971.67	450070	200	0	0	164466	11	88556	19	36340	36	100.0	0.1	100.0	Neural Network (Specific Model)	11.0	0.882	164466.0	306.1179314694135	4945326.0	0.51	4757.0		Y	N	SRR21520321	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.24	66.0	NA-NA	HIGH	NA-NA	66.0	71.331	8926/21223	97.24	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6491791	5294086	201	26338.74	520971	203	0	0	231778	8	128419	14	42217	29	100.0	0.45	100.0	Neural Network (Specific Model)	11.0	0.884	231778.0	307.7187315343707	5294086.0	0.5	5077.0		Y	N	ERR3829702	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.99	194.0	NA-NA	HIGH	NA-NA	194.0	185.366	11308/21223	97.99	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA8272945	4996810	171	29221.11	314554	201	0	0	136162	12	82037	22	29649	41	100.0	0.21	100.0	Neural Network (Specific Model)	11.0	0.88	136162.0	307.20326564789616	4996810.0	0.51	4777.0		Y	N	ERR9630007	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9453	99.9447	97.33	53.0	NA-NA	HIGH	NA-NA	53.0	53.77	9177/21223	97.33	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA8272945	4996810	171	29221.11	314554	201	0	0	136162	12	82037	22	29649	41	100.0	0.21	100.0	Neural Network (Specific Model)	11.0	0.88	136162.0	307.20326564789616	4996810.0	0.51	4777.0		Y	N	ERR9630007	gtdb_genomes_reps_r214/database/GCF/008/710/155/GCF_008710155.1_genomic.fna.gz	0.0547	0.0553	96.47	0.029	93.54-96.87	0.029	0.03-0.06	1.0	1.009	211/21900	86.09	NZ_VYPZ01000100.1 Sphingobium limneticum strain DSM 25076 NODE_100_length_776_cov_369.969183, whole genome shotgun sequence	Sphingobium limneticum	Escherichia coli	T	Fail	Pass
SAMN26797088	6052187	2001	3024.58	205113	200	0	0	79805	24	41001	47	1608	187	100.0	0.45	100.0	Neural Network (Specific Model)	11.0	0.852	79805.0	244.52278211497517	6052187.0	0.5	7045.0		Y	N	SRR18965694	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.39	15.0	NA-NA	HIGH	NA-NA	15.0	14.929	9340/21223	97.39	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA12547469	9697108	11365	853.24	99477	200	0	0	1409	1428	679	3458	314	7683	100.0	40.07	99.99	Neural Network (Specific Model)	11.0	0.88	1409.0	163.3484883188273	9697108.0	0.51	17464.0		Y	N	ERR8755791	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.06	31.0	NA-NA	HIGH	NA-NA	31.0	31.323	11574/21223	98.06	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA9477090	7169167	1269	5649.46	392563	203	0	0	22227	74	10118	173	2207	454	99.79	12.16	100.0	Neural Network (Specific Model)	11.0	0.876	22227.0	278.89626280090437	7169167.0	0.5	7519.0		Y	N	ERR10124315	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.28	30.0	NA-NA	HIGH	NA-NA	30.0	28.738	16948/21223	99.28	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA9477536	7484031	7537	992.97	57054	202	0	0	2101	795	1061	1803	305	4369	100.0	26.05	99.97	Neural Network (Specific Model)	11.0	0.879	2101.0	171.93440187646598	7484031.0	0.51	12790.0		Y	N	ERR10124270	gtdb_genomes_reps_r214/database/GCF/000/392/875/GCF_000392875.1_genomic.fna.gz	0.3483	0.1996	98.88	0.101	98.01-99.74	0.101	0.08-0.13	1.0	1.053	852/12252	91.76	NZ_KB944588.1 Enterococcus faecalis ATCC 19433 acAqW-supercont1.1, whole genome shotgun sequence	Enterococcus faecalis	Escherichia coli	F	Fail	Fail
SAMEA9477536	7484031	7537	992.97	57054	202	0	0	2101	795	1061	1803	305	4369	100.0	26.05	99.97	Neural Network (Specific Model)	11.0	0.879	2101.0	171.93440187646598	7484031.0	0.51	12790.0		Y	N	ERR10124270	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.6517	99.8004	99.37	29.0	NA-NA	HIGH	NA-NA	29.0	28.392	17443/21223	99.37	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN16560043	722162	740	975.89	9605	248	0	0	1573	129	875	253	380	506	9.36	0.03	12.72	Neural Network (Specific Model)	11.0	0.79	1573.0	142.90344311377245	722162.0	0.46	1336.0		Y	N	SRR12903690	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.26	5.9	NA-NA	HIGH	NA-NA	6.0	5.9	8966/21223	97.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN20551407	7388268	5318	1389.29	58085	200	0	0	2853	562	1423	1303	495	3058	97.58	14.95	94.72	Gradient Boost (General Model)	11.0	0.873	2853.0	196.7524426992969	7388268.0	0.5	10951.0		Y	N	SRR15338039	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.17	32.0	NA-NA	HIGH	NA-NA	32.0	32.896	16383/21223	99.17	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN20065143	7962689	10438	762.86	36523	200	0	0	1415	1243	655	2923	241	6881	100.0	22.09	99.98	Gradient Boost (General Model)	11.0	0.872	1415.0	152.7905400960463	7962689.0	0.51	15201.0		Y	N	SRR15047313	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.58	79.0	NA-NA	HIGH	NA-NA	79.0	77.917	9943/21223	97.58	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA7356849	8112427	4677	1734.54	110961	202	0	0	3481	497	1810	1153	668	2618	96.84	40.11	99.89	Neural Network (Specific Model)	11.0	0.883	3481.0	218.17761778911876	8112427.0	0.51	10973.0		Y	N	ERR7449277	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.22	24.0	NA-NA	HIGH	NA-NA	24.0	25.115	16664/21223	99.22	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN18083105	5161965	186	27752.5	319780	200	0	0	136249	13	74030	23	24478	44	100.0	1.38	100.0	Neural Network (Specific Model)	11.0	0.879	136249.0	308.0138267588451	5161965.0	0.51	4918.0		Y	N	SRR13825486	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.74	31.0	NA-NA	HIGH	NA-NA	31.0	32.194	14346/21223	98.74	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA5876599	8935894	11526	775.28	49942	201	0	0	1613	986	615	2897	247	7551	99.01	39.74	99.99	Neural Network (Specific Model)	11.0	0.878	1613.0	155.29284614473528	8935894.0	0.51	16886.0		Y	N	ERR4899752	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.77	35.0	NA-NA	HIGH	NA-NA	35.0	33.197	10534/21223	97.77	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN30167402	8611615	10231	841.72	93821	201	0	0	1927	747	674	2366	268	6466	100.0	36.84	100.0	Neural Network (Specific Model)	11.0	0.876	1927.0	162.0763844275986	8611615.0	0.51	15566.0		Y	N	SRR20862173	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.83	97.0	NA-NA	HIGH	NA-NA	97.0	90.853	10734/21223	97.83	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA111505420	9801219	6032	1624.87	72696	200	0	0	9920	244	4173	546	405	2587	95.17	54.52	100.0	Neural Network (Specific Model)	11.0	0.881	9920.0	215.851768753272	9801219.0	0.51	13371.0		Y	N	ERR10431589	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.2	42.0	NA-NA	HIGH	NA-NA	42.0	45.121	16563/21223	99.2	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN31611589	5557514	550	10104.57	256903	200	0	0	92184	22	48927	38	12429	75	99.86	0.32	100.0	Neural Network (Specific Model)	11.0	0.872	92184.0	278.6253443526171	5557514.0	0.5	5808.0		Y	N	SRR22196576	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.39	64.0	NA-NA	HIGH	NA-NA	64.0	63.31	9340/21223	97.39	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN22822142	5385726	327	16470.11	667218	200	0	0	229829	9	116085	16	38134	33	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.876	229829.0	292.94385573526677	5385726.0	0.5	5379.0		Y	N	SRR16678371	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.107	0.1053	96.52	0.051	94.78-98.67	0.051	0.02-0.09	1.0	0.96	396/21226	87.95	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN22822142	5385726	327	16470.11	667218	200	0	0	229829	9	116085	16	38134	33	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.876	229829.0	292.94385573526677	5385726.0	0.5	5379.0		Y	N	SRR16678371	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.893	99.8947	97.27	48.0	NA-NA	HIGH	NA-NA	48.0	47.967	8993/21223	97.27	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN10821418	5203002	153	34006.55	517568	200	0	0	222661	8	104377	16	33583	32	100.0	0.88	100.0	Neural Network (Specific Model)	11.0	0.881	222661.0	307.78709288299154	5203002.0	0.51	4974.0		Y	N	SRR8541319	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.81	114.0	NA-NA	HIGH	NA-NA	114.0	111.576	19990/21223	99.81	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN30416033	7430898	7597	978.14	44397	200	0	0	1756	1074	919	2238	363	4832	91.71	28.08	94.74	Neural Network (Specific Model)	11.0	0.873	1756.0	171.82968774766206	7430898.0	0.5	12618.0		Y	N	SRR21143942	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.48	9.982	NA-NA	HIGH	NA-NA	10.0	9.982	13193/21223	98.48	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA111330896	5252085	200	26260.42	653436	205	0	0	268657	7	138934	13	41614	26	100.0	1.04	100.0	Neural Network (Specific Model)	11.0	0.881	268657.0	303.3576756968983	5252085.0	0.51	5094.0		Y	N	ERR10176634	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.78	51.0	NA-NA	HIGH	NA-NA	51.0	50.895	14503/21223	98.78	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6424487	6655901	1089	6111.94	212329	200	0	0	44822	40	18801	86	3350	247	100.0	7.82	100.0	Neural Network (Specific Model)	11.0	0.87	44822.0	270.7066722618548	6655901.0	0.5	7149.0		Y	N	ERR5376309	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.56	28.0	NA-NA	HIGH	NA-NA	28.0	24.35	13516/21223	98.56	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN11656309	5317972	204	26068.49	440309	205	0	0	135153	11	88154	21	35228	40	100.0	0.14	100.0	Neural Network (Specific Model)	11.0	0.879	135153.0	297.78794813119754	5317972.0	0.5	5244.0		Y	N	SRR9066998	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.35	36.0	NA-NA	HIGH	NA-NA	36.0	36.524	9223/21223	97.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA5622606	5333156	251	21247.63	241032	200	0	0	91862	18	75691	31	27709	53	99.45	0.13	100.0	Neural Network (Specific Model)	11.0	0.878	91862.0	305.3469347910972	5333156.0	0.51	5122.0		Y	N	ERR4034946	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.71	41.0	NA-NA	HIGH	NA-NA	41.0	31.893	14198/21223	98.71	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN26747757	5522224	394	14015.8	315519	202	0	0	160031	13	60822	24	24795	48	100.0	0.32	100.0	Neural Network (Specific Model)	11.0	0.876	160031.0	287.02859172438286	5522224.0	0.51	5631.0		Y	N	SRR18344274	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.38	43.0	NA-NA	HIGH	NA-NA	43.0	43.563	9313/21223	97.38	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN11849047	1455444	345	4218.68	33812	359	0	0	6200	74	4004	134	2194	229	20.31	0.35	24.81	Neural Network (Specific Model)	11.0	0.822	6200.0	229.21342512908777	1455444.0	0.46	1743.0		Y	N	SRR9220639	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.52	5.863	NA-NA	HIGH	NA-NA	5.0	5.863	9758/21223	97.52	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN11104392	10078847	5838	1726.42	113209	203	0	0	12815	209	5191	458	444	2246	99.26	53.88	100.0	Neural Network (Specific Model)	11.0	0.879	12815.0	220.47781417510424	10078847.0	0.51	13432.0		Y	N	SRR8733865	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.26	59.0	NA-NA	HIGH	NA-NA	59.0	58.217	12323/21223	98.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN26378911	5420510	2880	1882.12	53715	200	0	0	3839	431	2496	780	969	1440	96.7	6.04	95.75	Neural Network (Specific Model)	11.0	0.877	3839.0	219.41099295677392	5420510.0	0.51	7241.0		Y	N	SRR18211934	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.55	7.583	NA-NA	HIGH	NA-NA	7.0	7.583	9823/21223	97.55	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN15594704	4985228	428	11647.73	376286	200	0	0	89074	18	56683	33	16609	64	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.869	89074.0	277.2525388005365	4985228.0	0.5	5219.0		Y	N	SRR12282726	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.15	77.0	NA-NA	HIGH	NA-NA	77.0	77.12	8655/21223	97.15	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN30415926	5914734	3967	1490.98	53652	201	0	0	4708	307	2346	658	394	1855	96.07	9.12	99.94	Neural Network (Specific Model)	11.0	0.875	4708.0	201.2617551210428	5914734.0	0.51	8592.0		Y	N	SRR21143671	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.18	8.901	NA-NA	HIGH	NA-NA	9.0	8.901	12018/21223	98.18	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA6802128	4577747	116	39463.34	414073	202	0	0	176744	9	95286	16	39998	32	100.0	0.16	100.0	Neural Network (Specific Model)	11.0	0.879	176744.0	311.7239619577824	4577747.0	0.51	4311.0		Y	N	ERR4093122	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.35	136.0	NA-NA	HIGH	NA-NA	136.0	135.196	9233/21223	97.35	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN13932431	158899	172	923.83	9879	201	0	0	2631	16	889	37	288	102	6.65	0.0	4.08	Neural Network (Specific Model)	11.0	0.828	2631.0	137.14953271028037	158899.0	0.52	321.0		Y	N	SRR10973537	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.14	0.34	96.83-97.39	0.340	0.31-0.37	1.0	1.15	2597/21223	93.45	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
