Sample	Reasons
SAMN09469955	sylph_min_abundance;checkm2_max_contam
SAMN08886197	sylph_no_species_call;checkm2_min_compl
SAMEA4966872	sylph_min_abundance;checkm2_max_contam
SAMN04458343	sylph_min_abundance;checkm2_max_contam
SAMEA1033585	sylph_min_abundance
SAMN16409531	max_contig_num;min_N50;checkm2_max_contam
SAMEA115746977	sylph_min_abundance;checkm2_max_contam
SAMN39918510	sylph_min_abundance;checkm2_max_contam
SAMN05208169	sylph_min_abundance;checkm2_max_contam
SAMEA7562274	sylph_min_abundance;checkm2_max_contam
SAMEA111270847	max_contig_num;checkm2_max_contam
SAMN32508716	checkm2_max_contam
SAMN23572402	sylph_min_abundance;checkm2_max_contam
SAMN09233087	sylph_min_abundance
SAMN41008202	sylph_min_abundance;checkm2_max_contam
SAMD00294890	sylph_no_species_call;checkm2_min_compl
SAMEA4649653	checkm2_max_contam
SAMEA6359917	sylph_min_abundance
SAMEA3390908	sylph_min_abundance
SAMN11458139	sylph_min_abundance
SAMN33288030	sylph_min_abundance
SAMEA115772125	sylph_min_abundance
SAMN26314157	sylph_min_abundance;checkm2_max_contam
SAMEA104325238	sylph_min_abundance
SAMEA8263703	max_contig_num;min_N50;checkm2_max_contam
SAMN16521888	sylph_min_abundance;checkm2_max_contam
SAMEA9800532	max_contig_num;min_N50;checkm2_max_contam
SAMN02597268	sylph_min_abundance;checkm2_max_contam
SAMEA5162871	sylph_min_abundance;checkm2_max_contam
SAMN30525692	sylph_min_abundance
SAMN09233079	sylph_min_abundance
SAMEA104368344	sylph_min_abundance
SAMN12374236	sylph_min_abundance;checkm2_max_contam
SAMEA3649485	sylph_min_abundance;checkm2_max_contam
SAMEA113533313	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMEA6452762	max_contig_num;min_N50;checkm2_max_contam
SAMEA1059234	sylph_min_abundance;checkm2_max_contam
SAMEA3464942	sylph_min_abundance;checkm2_max_contam
SAMEA5751152	sylph_min_abundance
SAMN41340171	sylph_min_abundance;checkm2_max_contam
SAMEA5803125	sylph_min_abundance;checkm2_max_contam
SAMN34996448	sylph_min_abundance
SAMEA114634143	sylph_min_abundance
SAMEA111270088	sylph_min_abundance
SAMN28537925	sylph_min_abundance;checkm2_max_contam
SAMN06006167	max_contig_num;min_N50;checkm2_max_contam
SAMN32545336	sylph_min_abundance
SAMN22105953	sylph_min_abundance
SAMN02198863	sylph_min_abundance
SAMN34138083	sylph_min_abundance
SAMN30525103	sylph_no_species_call
SAMEA4619973	sylph_min_abundance
SAMN08795751	sylph_min_abundance;checkm2_max_contam
SAMN07658544	sylph_min_abundance
SAMEA3304255	sylph_min_abundance
SAMEA7555559	sylph_min_abundance;checkm2_max_contam
SAMN32509334	sylph_min_abundance;checkm2_max_contam
SAMN09423357	sylph_min_abundance;checkm2_max_contam
SAMEA104447423	checkm2_max_contam
SAMEA104164001	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMEA4781773	sylph_min_abundance
SAMN09232796	checkm2_min_compl
SAMN03225378	sylph_min_abundance;checkm2_max_contam
SAMN29633573	sylph_min_abundance
SAMEA7620186	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA8718399	checkm2_min_compl
SAMEA7564748	sylph_min_abundance
SAMEA110665712	sylph_min_abundance
SAMN04327391	sylph_min_abundance;checkm2_max_contam
SAMEA115706949	checkm2_max_contam
SAMEA6125702	sylph_min_abundance
SAMN00103107	min_N50;checkm2_min_compl
SAMN05781001	sylph_min_abundance
SAMN06438740	min_N50;checkm2_min_compl
SAMN41596330	sylph_min_abundance;checkm2_max_contam
SAMN41331296	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA1676289	sylph_min_abundance
SAMEA2297144	sylph_min_abundance
SAMN33240851	sylph_min_abundance;checkm2_max_contam
SAMN21856377	sylph_min_abundance
SAMN12774162	max_contig_num;min_N50;checkm2_max_contam
SAMN00102953	max_contig_num;checkm2_min_compl
SAMN41332272	sylph_min_abundance
SAMEA111271296	checkm2_max_contam
SAMEA4549120	sylph_min_abundance
SAMEA5556534	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA104567576	sylph_min_abundance
SAMN40031345	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN02744743	sylph_no_species_call;checkm2_min_compl
SAMN07658843	sylph_min_abundance
SAMEA8243434	sylph_min_abundance
SAMEA4482410	min_N50;sylph_no_species_call;checkm2_min_compl
SAMN07291543	checkm2_max_contam
SAMN05221005	checkm2_max_contam
SAMN17015193	sylph_min_abundance;checkm2_max_contam
SAMN12429453	min_N50;checkm2_min_compl
SAMN34257579	sylph_min_abundance;checkm2_max_contam
SAMN32927401	sylph_min_abundance
SAMN08362484	sylph_no_species_call
SAMEA114470182	sylph_min_abundance;checkm2_max_contam
SAMN12137462	sylph_min_abundance;checkm2_max_contam
SAMN32058385	max_contig_num;checkm2_max_contam
SAMN18650582	sylph_min_abundance;checkm2_max_contam
SAMEA7302890	sylph_min_abundance;checkm2_max_contam
SAMN41883860	checkm2_min_compl
SAMN18524192	min_N50;checkm2_min_compl
SAMN16420855	sylph_min_abundance
SAMN08732551	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA8610545	sylph_min_abundance
SAMEA3512117	sylph_min_abundance
SAMN04575365	sylph_min_abundance
SAMEA6142085	checkm2_min_compl;checkm2_max_contam
SAMEA7553554	sylph_min_abundance;checkm2_max_contam
SAMEA103956188	sylph_min_abundance;checkm2_max_contam
SAMEA104128289	checkm2_max_contam
SAMN06476166	sylph_min_abundance;checkm2_max_contam
SAMN36496391	sylph_min_abundance
SAMEA788704	checkm2_min_compl
SAMEA110664948	sylph_min_abundance
SAMEA104567753	sylph_min_abundance
SAMEA4622094	sylph_min_abundance;checkm2_max_contam
SAMN07414999	sylph_min_abundance;checkm2_max_contam
SAMD00030630	sylph_min_abundance
SAMEA7553540	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN41032502	sylph_min_abundance
SAMN02745389	checkm2_min_compl
SAMN37997601	sylph_no_species_call
SAMN41760155	sylph_min_abundance
SAMN02745318	sylph_no_species_call;checkm2_min_compl
SAMN41641729	sylph_min_abundance
SAMN24016587	sylph_no_species_call
SAMN11053741	sylph_min_abundance
SAMN10912887	sylph_min_abundance
SAMN03198142	sylph_min_abundance;checkm2_max_contam
SAMEA9563567	max_contig_num;checkm2_max_contam
SAMEA110664891	sylph_min_abundance;checkm2_max_contam
SAMEA14493200	sylph_min_abundance
SAMN27862262	sylph_min_abundance
SAMEA3729783	sylph_min_abundance;checkm2_max_contam
SAMEA4620980	sylph_min_abundance
SAMN08886147	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA4649480	sylph_min_abundance
SAMN02782254	sylph_min_abundance
SAMN06016281	checkm2_min_compl
SAMEA110355154	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA7330061	sylph_min_abundance;checkm2_max_contam
SAMEA7537396	sylph_min_abundance;checkm2_max_contam
SAMEA5206354	checkm2_max_contam
SAMN00120098	sylph_min_abundance;checkm2_max_contam
SAMD00769374	sylph_no_species_call
SAMN25888733	sylph_min_abundance;checkm2_max_contam
SAMN08797373	min_N50;checkm2_min_compl
SAMN32247418	checkm2_max_contam
SAMEA110665419	sylph_min_abundance;checkm2_max_contam
SAMN09404398	max_contig_num;checkm2_max_contam
SAMN11847075	checkm2_max_contam
SAMN41140093	sylph_min_abundance
SAMEA8611264	sylph_no_species_call;checkm2_max_contam
SAMN08886208	checkm2_min_compl
SAMN15393912	sylph_min_abundance;checkm2_max_contam
SAMEA5379053	sylph_min_abundance
SAMEA3649504	sylph_min_abundance;checkm2_max_contam
SAMEA5377763	sylph_min_abundance;checkm2_max_contam
SAMEA12858925	min_N50;checkm2_min_compl
SAMEA5161534	sylph_min_abundance;checkm2_max_contam
SAMEA104148152	sylph_min_abundance
SAMD00499765	sylph_min_abundance
SAMN10836103	sylph_min_abundance;checkm2_max_contam
SAMEA6240542	max_contig_num;checkm2_max_contam
SAMN21593457	sylph_min_abundance
SAMN41337064	sylph_min_abundance
SAMEA112806807	checkm2_min_compl
SAMEA4831401	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN41759731	sylph_min_abundance
SAMEA5545257	sylph_min_abundance;checkm2_max_contam
SAMEA1059569	sylph_min_abundance
SAMEA1117999	sylph_min_abundance
SAMN12251021	sylph_min_abundance;checkm2_max_contam
SAMEA7455118	sylph_min_abundance;checkm2_max_contam
SAMEA7160363	sylph_min_abundance
SAMN14165449	checkm2_max_contam
SAMEA7548916	sylph_min_abundance;checkm2_max_contam
SAMN12250946	sylph_min_abundance
SAMEA7530179	sylph_min_abundance;checkm2_max_contam
SAMN03922951	checkm2_max_contam
SAMN03074768	sylph_min_abundance
SAMEA48250168	sylph_min_abundance;checkm2_max_contam
SAMN40031822	sylph_min_abundance;checkm2_max_contam
SAMN18146391	sylph_min_abundance
SAMN10823869	sylph_min_abundance;checkm2_max_contam
SAMEA1401489	sylph_min_abundance;checkm2_max_contam
SAMN00103217	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN08775653	sylph_no_species_call
SAMN41327911	sylph_min_abundance
SAMEA3309524	sylph_min_abundance
SAMN14154654	sylph_min_abundance;checkm2_max_contam
SAMEA6227395	checkm2_max_contam
SAMN02798313	max_contig_num;min_N50;checkm2_min_compl
SAMN04230434	sylph_min_abundance
SAMEA757095	checkm2_min_compl
SAMEA2143136	sylph_min_abundance
SAMN05720329	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl;checkm2_max_contam
SAMEA2444332	min_N50;checkm2_min_compl
SAMEA2445087	sylph_min_abundance
SAMN16824546	sylph_min_abundance
SAMN08623831	sylph_min_abundance
SAMEA110347577	sylph_min_abundance
SAMEA114757852	checkm2_max_contam
SAMN41498816	sylph_no_species_call
SAMD00253774	min_N50;sylph_no_species_call;checkm2_min_compl
SAMN06034070	max_contig_num
SAMEA6359770	sylph_min_abundance
SAMN16663568	max_contig_num;min_N50;checkm2_max_contam
SAMEA112150780	sylph_no_species_call
SAMN32800472	sylph_min_abundance
SAMEA69770668	sylph_min_abundance
SAMN03790921	sylph_min_abundance
SAMEA9976921	sylph_min_abundance
SAMN04480431	checkm2_max_contam
SAMN33769849	sylph_min_abundance
SAMEA104567738	sylph_min_abundance;checkm2_max_contam
SAMEA4832851	sylph_min_abundance;checkm2_max_contam
SAMEA1560029	sylph_min_abundance;checkm2_max_contam
SAMN09232850	checkm2_min_compl
SAMEA7160316	sylph_min_abundance
SAMN33770100	sylph_min_abundance
SAMD00467334	sylph_min_abundance
SAMEA7548542	checkm2_min_compl
SAMEA4482447	min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA111270688	max_contig_num;checkm2_max_contam
SAMEA8609877	sylph_min_abundance;checkm2_max_contam
SAMEA104156804	sylph_min_abundance;checkm2_min_compl
SAMEA10468414	sylph_min_abundance
SAMD00111303	sylph_no_species_call
SAMN37517046	sylph_min_abundance;checkm2_max_contam
SAMN02599077	sylph_min_abundance
SAMN15831356	sylph_no_species_call;checkm2_no_diamond
SAMEA114470178	sylph_min_abundance
SAMN41082363	sylph_min_abundance;checkm2_max_contam
SAMEA5751638	sylph_min_abundance
SAMN04875317	sylph_min_abundance;checkm2_max_contam
SAMD00321049	sylph_min_abundance;checkm2_max_contam
SAMEA18403918	sylph_min_abundance
SAMEA4482427	asm_min_len;min_N50;sylph_no_species_call;checkm2_no_diamond
SAMEA112301067	sylph_min_abundance;checkm2_max_contam
SAMEA4832055	sylph_min_abundance;checkm2_max_contam
SAMEA5043401	max_contig_num;min_N50;checkm2_max_contam
SAMN41641456	sylph_no_species_call
SAMN41328737	sylph_min_abundance
SAMEA115164421	sylph_min_abundance
SAMN05574984	checkm2_max_contam
SAMEA5751114	sylph_min_abundance
SAMEA1560421	sylph_min_abundance
SAMN27308131	sylph_min_abundance
SAMEA7537883	sylph_min_abundance
SAMN08886228	checkm2_min_compl
SAMEA5226517	sylph_min_abundance
SAMN09756195	sylph_min_abundance;checkm2_max_contam
SAMEA1559792	sylph_min_abundance
SAMEA882207	checkm2_min_compl
SAMN13869820	sylph_min_abundance
SAMN11191538	sylph_min_abundance;checkm2_max_contam
SAMN05296531	sylph_min_abundance
SAMN19946248	sylph_min_abundance;checkm2_max_contam
SAMN02194554	checkm2_max_contam
SAMEA3925780	sylph_min_abundance;checkm2_max_contam
SAMN33769889	sylph_min_abundance;checkm2_max_contam
SAMN16824571	sylph_min_abundance
SAMEA4831630	sylph_min_abundance
SAMEA7510089	checkm2_max_contam
SAMN06437759	sylph_min_abundance
SAMN11848019	sylph_min_abundance
SAMN05774314	sylph_min_abundance
SAMN03477071	sylph_min_abundance
SAMN04385690	checkm2_max_contam
SAMN18118354	sylph_min_abundance
SAMD00031994	sylph_min_abundance
SAMEA2696395	sylph_min_abundance
SAMEA1710587	sylph_min_abundance;checkm2_max_contam
SAMEA115508992	max_contig_num;checkm2_max_contam
SAMEA111269812	sylph_min_abundance
SAMN32818761	sylph_min_abundance
SAMN32509431	checkm2_max_contam
SAMEA2189035	min_N50;checkm2_min_compl
SAMN06451719	checkm2_max_contam
SAMEA112742938	sylph_min_abundance;checkm2_max_contam
SAMEA7553132	sylph_min_abundance
SAMN41340826	sylph_min_abundance
SAMN33769623	sylph_min_abundance
SAMN14504157	checkm2_max_contam
SAMEA7622604	sylph_min_abundance
SAMEA110666014	sylph_min_abundance
SAMN25999838	sylph_min_abundance
SAMN41594823	sylph_min_abundance
SAMN21368030	sylph_min_abundance
SAMN29787434	sylph_min_abundance;checkm2_max_contam
SAMEA3206930	checkm2_max_contam
SAMN11848494	sylph_min_abundance
SAMEA4023550	sylph_min_abundance;checkm2_max_contam
SAMN20776108	sylph_min_abundance
SAMN03300592	sylph_min_abundance;checkm2_max_contam
SAMEA104446983	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN09388854	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN23412665	checkm2_min_compl
SAMN09207570	sylph_min_abundance;checkm2_max_contam
SAMN08886157	checkm2_min_compl
SAMN00015347	sylph_min_abundance
SAMN13568422	checkm2_min_compl
SAMEA114634135	sylph_min_abundance
SAMN17709367	sylph_min_abundance;checkm2_max_contam
SAMEA3164906	checkm2_max_contam
SAMEA1034328	sylph_min_abundance;checkm2_max_contam
SAMEA7552367	sylph_min_abundance;checkm2_max_contam
SAMN14752257	sylph_min_abundance
SAMN11849135	sylph_min_abundance
SAMEA9477509	max_contig_num;checkm2_max_contam
SAMN03450724	sylph_min_abundance;checkm2_max_contam
SAMEA3750527	sylph_min_abundance
SAMN09756174	sylph_min_abundance;checkm2_max_contam
SAMN32974784	sylph_min_abundance
SAMEA23780668	sylph_min_abundance
SAMN15568301	sylph_min_abundance
SAMN41032987	sylph_min_abundance
SAMEA3252040	checkm2_min_compl
SAMEA1324859	max_contig_num;checkm2_max_contam
SAMEA110355186	sylph_min_abundance;checkm2_max_contam
SAMEA4966682	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA112486212	sylph_min_abundance;checkm2_max_contam
SAMEA6224240	max_contig_num;checkm2_max_contam
SAMEA7545795	checkm2_min_compl
SAMN10583985	checkm2_max_contam
SAMEA5162817	sylph_min_abundance
SAMN14466328	checkm2_max_contam
SAMEA7455110	sylph_min_abundance;checkm2_max_contam
SAMN00771418	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN41825960	sylph_min_abundance
SAMN13639026	max_contig_num;min_N50;checkm2_max_contam
SAMN41332522	sylph_min_abundance;checkm2_max_contam
SAMN28687780	sylph_min_abundance
SAMN18146457	sylph_min_abundance;checkm2_max_contam
SAMN05210280	sylph_min_abundance
SAMN26814552	sylph_min_abundance
SAMEA104077032	sylph_min_abundance
SAMN11104362	sylph_min_abundance;checkm2_max_contam
SAMN16178547	checkm2_max_contam
SAMN33940697	sylph_min_abundance;checkm2_max_contam
SAMN32508744	sylph_min_abundance
SAMN16376649	sylph_min_abundance;checkm2_max_contam
SAMN19834706	sylph_min_abundance;checkm2_max_contam
SAMEA104146673	sylph_min_abundance;checkm2_max_contam
SAMEA4832703	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA3929443	max_contig_num;checkm2_max_contam
SAMN32509149	sylph_min_abundance
SAMEA5751901	sylph_min_abundance
SAMEA9805195	sylph_min_abundance
SAMN37720396	sylph_min_abundance
SAMN41641034	sylph_min_abundance
SAMN14978397	sylph_min_abundance;checkm2_max_contam
SAMEA5616325	sylph_min_abundance;checkm2_max_contam
SAMN08886542	sylph_min_abundance;checkm2_min_compl
SAMN09924606	sylph_no_species_call;checkm2_min_compl;checkm2_max_contam
SAMEA104694398	sylph_min_abundance
SAMN12525344	checkm2_max_contam
SAMN15813832	sylph_min_abundance
SAMN41421614	sylph_min_abundance
SAMEA7588297	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA1888690	checkm2_max_contam
SAMEA4585834	sylph_min_abundance
SAMEA111272148	sylph_min_abundance;checkm2_max_contam
SAMEA2052022	sylph_min_abundance;checkm2_max_contam
SAMEA104411599	sylph_min_abundance;checkm2_max_contam
SAMN11953872	sylph_min_abundance
SAMN24782136	min_N50;checkm2_min_compl
SAMN09302421	sylph_min_abundance;checkm2_max_contam
SAMEA4966234	sylph_min_abundance;checkm2_max_contam
SAMN37434805	sylph_min_abundance
SAMN03475673	sylph_min_abundance
SAMN06330439	sylph_min_abundance;checkm2_max_contam
SAMN18146456	sylph_min_abundance;checkm2_max_contam
SAMN03465980	sylph_min_abundance;checkm2_max_contam
SAMN20569923	sylph_min_abundance
SAMN03024580	sylph_min_abundance
SAMEA882269	sylph_min_abundance
SAMN36761959	sylph_min_abundance
SAMN32474159	checkm2_min_compl
SAMEA110174731	max_contig_num;min_N50;checkm2_max_contam
SAMEA18866668	checkm2_min_compl
SAMEA2056814	sylph_min_abundance;checkm2_max_contam
SAMN12789658	sylph_min_abundance
SAMEA4848513	sylph_min_abundance;checkm2_max_contam
SAMEA5368149	sylph_min_abundance
SAMN08779781	sylph_no_species_call
SAMN09383266	checkm2_max_contam
SAMEA4726294	sylph_min_abundance
SAMN41386854	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMN02194963	sylph_min_abundance;checkm2_max_contam
SAMEA47248918	sylph_min_abundance
SAMEA8610477	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA104447464	checkm2_max_contam
SAMN20061602	checkm2_min_compl
SAMN14127489	sylph_min_abundance
SAMN27861760	sylph_min_abundance
SAMEA6107631	sylph_min_abundance;checkm2_max_contam
SAMN11847664	sylph_min_abundance;checkm2_max_contam
SAMN33769909	sylph_min_abundance
SAMEA1559174	sylph_min_abundance;checkm2_min_compl
SAMD00247132	max_contig_num;checkm2_max_contam
SAMN07658635	sylph_min_abundance;checkm2_max_contam
SAMN40030443	sylph_min_abundance;checkm2_max_contam
SAMN14113720	min_N50;checkm2_min_compl
SAMEA114327898	sylph_min_abundance;checkm2_max_contam
SAMN18146334	sylph_min_abundance;checkm2_max_contam
SAMN37432401	sylph_min_abundance;checkm2_max_contam
SAMEA115749659	checkm2_min_compl
SAMN16966024	sylph_min_abundance
SAMEA2187208	sylph_min_abundance
SAMN41421569	sylph_min_abundance;checkm2_max_contam
SAMN41335759	sylph_min_abundance
SAMEA698198	sylph_min_abundance
SAMN18146495	sylph_min_abundance
SAMN33288013	sylph_min_abundance
SAMN22014175	sylph_min_abundance
SAMEA104233631	sylph_min_abundance
SAMEA104305317	sylph_min_abundance
SAMN41498581	sylph_no_species_call
SAMN07662950	checkm2_min_compl
SAMN31673686	checkm2_max_contam
SAMEA4610701	sylph_min_abundance
SAMN12777635	sylph_min_abundance
SAMN36761906	checkm2_max_contam
SAMN04364096	sylph_min_abundance
SAMEA5545486	sylph_min_abundance;checkm2_max_contam
SAMN10755974	sylph_min_abundance
SAMN21208645	max_contig_num
SAMEA4621871	sylph_min_abundance
SAMN12375265	sylph_min_abundance
SAMN12330955	checkm2_max_contam
SAMN36072412	checkm2_min_compl
SAMEA1559734	sylph_min_abundance
SAMN06718552	sylph_min_abundance
SAMEA2783744	sylph_min_abundance;checkm2_max_contam
SAMN03268718	sylph_min_abundance
SAMEA1527934	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN41139999	sylph_min_abundance
SAMN02745271	checkm2_min_compl
SAMN33940293	sylph_min_abundance
SAMEA3928534	checkm2_max_contam
SAMN09233144	sylph_min_abundance;checkm2_max_contam
SAMEA111269653	sylph_min_abundance;checkm2_max_contam
SAMEA4968036	sylph_min_abundance
SAMEA7546342	max_contig_num;min_N50;checkm2_min_compl
SAMN26369295	sylph_min_abundance
SAMN05953206	sylph_min_abundance;checkm2_max_contam
SAMEA7616564	checkm2_max_contam
SAMEA7559871	checkm2_max_contam
SAMN12565719	sylph_min_abundance;checkm2_max_contam
SAMD00233079	checkm2_min_compl
SAMN25988567	sylph_min_abundance
SAMEA112298916	sylph_min_abundance
SAMN04363863	sylph_min_abundance
SAMEA7619474	sylph_min_abundance
SAMN20353079	sylph_min_abundance
SAMN34030246	sylph_min_abundance
SAMEA6627021	sylph_min_abundance
SAMEA4546855	max_contig_num;checkm2_max_contam
SAMEA8571169	sylph_min_abundance
SAMEA3444510	checkm2_max_contam
SAMN19375680	sylph_min_abundance;checkm2_max_contam
SAMN20960113	sylph_min_abundance
SAMN11896308	sylph_min_abundance;checkm2_max_contam
SAMEA104164017	min_N50;sylph_no_species_call;checkm2_no_diamond
